rank,field,family,question,unique_values,score,max_abs_lift,top_values_json
420,q24_2026_Lr11,brand_funnel,How likely are you to recommend Makita to ?,7,2.3536,0.2765,"[[""8"", 27, 17, 0.6296296296296297, 0.2765006385696041], [""10"", 16, 4, 0.25, -0.10312899106002554], [""__MISSING__"", 1495, 522, 0.3491638795986622, -0.003965111461363358], [""7"", 16, 6, 0.375, 0.021871008939974457]]"
421,q24_2026_Lr5,brand_funnel,How likely are you to recommend Greenworks to ?,9,2.346,0.242,"[[""9"", 18, 3, 0.16666666666666666, -0.18646232439335889], [""7"", 9, 1, 0.1111111111111111, -0.24201787994891444], [""8"", 21, 5, 0.23809523809523808, -0.11503375296478746], [""10"", 10, 2, 0.2, -0.15312899106002553], [""__MISSING__"", 1499, 538, 0.3589059372915277, 0.005776946231502156]]"
422,q24r16,other,,2,2.3324,0.0447,"[[""1"", 668, 206, 0.3083832335329341, -0.04474575752709142], [""0"", 898, 347, 0.38641425389755013, 0.03328526283752459]]"
423,q23_2026_Lr3r5,brand_funnel,,9,2.3282,0.0923,"[[""8"", 79, 34, 0.43037974683544306, 0.07725075577541751], [""10"", 89, 37, 0.4157303370786517, 0.06260134601862616], [""6"", 23, 6, 0.2608695652173913, -0.09225942584263425], [""7"", 53, 21, 0.39622641509433965, 0.0430974240343141], [""__MISSING__"", 1228, 423, 0.34446254071661236, -0.008666450343413179]]"
424,q24_2026_Lr6,brand_funnel,How likely are you to recommend Husqvarna to ?,9,2.3127,0.1469,"[[""10"", 90, 20, 0.2222222222222222, -0.13090676883780333], [""6"", 12, 6, 0.5, 0.14687100893997446], [""5"", 8, 2, 0.25, -0.10312899106002554], [""8"", 76, 29, 0.3815789473684211, 0.02844995630839553], [""__MISSING__"", 1254, 451, 0.35964912280701755, 0.006520131746992008]]"
425,POSSIBLEBRANDSr6,brand_funnel,,3,2.3115,0.1388,"[[""1"", 543, 218, 0.4014732965009208, 0.04834430544089524], [""__MISSING__"", 28, 6, 0.21428571428571427, -0.13884327677431127], [""0"", 995, 329, 0.3306532663316583, -0.02247572472836723]]"
426,q23_2026_Lr17r4,brand_funnel,,8,2.3114,0.0219,"[[""__MISSING__"", 1538, 539, 0.3504551365409623, -0.002673854519063268], [""8"", 8, 3, 0.375, 0.021871008939974457]]"
427,q23_2026_Lr5r11,brand_funnel,,7,2.3111,0.3531,"[[""7"", 9, 0, 0.0, -0.35312899106002554], [""10"", 15, 3, 0.2, -0.15312899106002553], [""8"", 15, 3, 0.2, -0.15312899106002553], [""9"", 20, 6, 0.3, -0.053128991060025554], [""__MISSING__"", 1499, 538, 0.3589059372915277, 0.005776946231502156]]"
428,q23_2026_Lr14r1,brand_funnel,,7,2.3109,0.0022,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
429,q23_2026_Lr2r13,brand_funnel,,9,2.3048,0.1679,"[[""10"", 74, 18, 0.24324324324324326, -0.10988574781678229], [""7"", 27, 5, 0.18518518518518517, -0.16794380587484037], [""__MISSING__"", 1376, 499, 0.3626453488372093, 0.009516357777183737], [""8"", 48, 15, 0.3125, -0.04062899106002554], [""9"", 30, 12, 0.4, 0.04687100893997448]]"
430,q23r25,other,,2,2.2918,0.2024,"[[""1"", 54, 30, 0.5555555555555556, 0.20242656449553004], [""0"", 1512, 523, 0.3458994708994709, -0.00722952016055467]]"
431,q23r26,other,,2,2.2844,0.1866,"[[""1"", 63, 34, 0.5396825396825397, 0.1865535486225141], [""0"", 1503, 519, 0.34530938123752497, -0.007819609822500573]]"
432,q23_2026_Lr5r13,brand_funnel,,8,2.2645,0.2622,"[[""10"", 11, 1, 0.09090909090909091, -0.26221990015093466], [""9"", 16, 3, 0.1875, -0.16562899106002554], [""7"", 15, 4, 0.26666666666666666, -0.08646232439335888], [""8"", 15, 4, 0.26666666666666666, -0.08646232439335888], [""__MISSING__"", 1499, 538, 0.3589059372915277, 0.005776946231502156]]"
433,q24_2026_Lr9,brand_funnel,How likely are you to recommend Toro to ?,10,2.2583,0.2531,"[[""6"", 10, 1, 0.1, -0.2531289910600255], [""10"", 48, 12, 0.25, -0.10312899106002554], [""9"", 42, 12, 0.2857142857142857, -0.06741470534573984], [""__MISSING__"", 1400, 505, 0.3607142857142857, 0.007585294654260166], [""7"", 16, 5, 0.3125, -0.04062899106002554]]"
434,q23_2026_Lr9r14,brand_funnel,,8,2.2531,0.0967,"[[""8"", 39, 10, 0.2564102564102564, -0.09671873464976916], [""10"", 51, 14, 0.27450980392156865, -0.07861918713845689], [""9"", 43, 12, 0.27906976744186046, -0.07405922361816508], [""__MISSING__"", 1400, 505, 0.3607142857142857, 0.007585294654260166], [""7"", 20, 8, 0.4, 0.04687100893997448]]"
435,q14r8,channel_supplier,,2,2.2404,0.0713,"[[""1"", 344, 146, 0.42441860465116277, 0.07128961359113722], [""0"", 1222, 407, 0.3330605564648118, -0.020068434595213736]]"
436,q23_2026_Lr2r12,brand_funnel,,9,2.2389,0.1224,"[[""7"", 29, 7, 0.2413793103448276, -0.11174968071519795], [""5"", 24, 6, 0.25, -0.10312899106002554], [""6"", 13, 3, 0.23076923076923078, -0.12235976029079476], [""__MISSING__"", 1376, 499, 0.3626453488372093, 0.009516357777183737], [""9"", 34, 10, 0.29411764705882354, -0.059011344001202004]]"
437,q11br4c3,equipment_ownership_use,,2,2.22,0.0939,"[[""1"", 217, 97, 0.4470046082949309, 0.09387561723490534], [""0"", 1349, 456, 0.3380281690140845, -0.015100822045941042]]"
438,q11ar6c4,equipment_ownership_use,,2,2.2124,0.0807,"[[""1"", 279, 76, 0.2724014336917563, -0.08072755736826925], [""0"", 1287, 477, 0.3706293706293706, 0.01750037956934508]]"
439,q23_2026_Lr17r11,brand_funnel,,8,2.1844,0.2024,"[[""10"", 9, 5, 0.5555555555555556, 0.20242656449553004], [""__MISSING__"", 1538, 539, 0.3504551365409623, -0.002673854519063268], [""8"", 8, 3, 0.375, 0.021871008939974457]]"
440,q23_2026_Lr2r8,brand_funnel,,8,2.1838,0.15,"[[""10"", 64, 13, 0.203125, -0.15000399106002554], [""__MISSING__"", 1376, 499, 0.3626453488372093, 0.009516357777183737], [""9"", 50, 16, 0.32, -0.03312899106002554], [""7"", 24, 9, 0.375, 0.021871008939974457], [""8"", 39, 14, 0.358974358974359, 0.0058453679143334325]]"
441,q11br7c2,equipment_ownership_use,,2,2.1739,0.0456,"[[""1"", 627, 250, 0.39872408293460926, 0.045595091874583715], [""0"", 939, 303, 0.3226837060702875, -0.03044528498973803]]"
442,q23_2026_Lr10r5,brand_funnel,,9,2.1724,0.3469,"[[""5"", 10, 7, 0.7, 0.3468710089399744], [""8"", 87, 27, 0.3103448275862069, -0.04278416347381864], [""6"", 15, 4, 0.26666666666666666, -0.08646232439335888], [""10"", 107, 35, 0.32710280373831774, -0.026026187321707805], [""7"", 30, 12, 0.4, 0.04687100893997448]]"
443,q23_2026_Lr14r4,brand_funnel,,7,2.1443,0.0022,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
444,q23r24,other,,2,2.1268,0.0929,"[[""1"", 213, 95, 0.4460093896713615, 0.09288039861133596], [""0"", 1353, 458, 0.3385070214338507, -0.014621969626174847]]"
445,q11br9c4,equipment_ownership_use,,2,2.1231,0.1131,"[[""1"", 150, 36, 0.24, -0.11312899106002555], [""0"", 1416, 517, 0.3651129943502825, 0.01198400329025695]]"
446,q23_2026_Lr14r5,brand_funnel,,5,2.1109,0.0022,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
447,q23_2026_Lr14r6,brand_funnel,,5,2.1109,0.0022,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
448,q23_2026_Lr14r10,brand_funnel,,6,2.1109,0.0022,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
449,q14r15oe,channel_supplier,,14,2.0893,0.0006,"[[""__MISSING__"", 1549, 548, 0.3537766300839251, 0.0006476390238995822]]"
450,q23_2026_Lr6r3,brand_funnel,,11,2.0885,0.1469,"[[""10"", 99, 28, 0.2828282828282828, -0.07030070823174273], [""5"", 8, 4, 0.5, 0.14687100893997446], [""6"", 12, 3, 0.25, -0.10312899106002554], [""8"", 79, 25, 0.31645569620253167, -0.03667329485749388], [""7"", 43, 17, 0.3953488372093023, 0.04221984614927676]]"
451,q23_2026_Lr17r12,brand_funnel,,8,2.0864,0.3469,"[[""10"", 10, 7, 0.7, 0.3468710089399744], [""__MISSING__"", 1538, 539, 0.3504551365409623, -0.002673854519063268]]"
452,q23_2026_Lr11r12,brand_funnel,,7,2.0848,0.2183,"[[""10"", 21, 12, 0.5714285714285714, 0.21829958036854585], [""8"", 18, 8, 0.4444444444444444, 0.09131545338441888], [""7"", 18, 5, 0.2777777777777778, -0.07535121328224775], [""__MISSING__"", 1495, 522, 0.3491638795986622, -0.003965111461363358]]"
453,q23_2026_Lr3r3,brand_funnel,,9,2.0748,0.1031,"[[""8"", 97, 43, 0.44329896907216493, 0.09016997801213938], [""9"", 74, 30, 0.40540540540540543, 0.052276414345379885], [""6"", 16, 4, 0.25, -0.10312899106002554], [""__MISSING__"", 1228, 423, 0.34446254071661236, -0.008666450343413179], [""5"", 14, 4, 0.2857142857142857, -0.06741470534573984]]"
454,q23_2026_Lr5r15,brand_funnel,,7,2.0701,0.2531,"[[""8"", 21, 3, 0.14285714285714285, -0.2102718482028827], [""10"", 10, 1, 0.1, -0.2531289910600255], [""9"", 23, 7, 0.30434782608695654, -0.048781164973069], [""__MISSING__"", 1499, 538, 0.3589059372915277, 0.005776946231502156], [""7"", 10, 4, 0.4, 0.04687100893997448]]"
455,q23_2026_Lr14r15,brand_funnel,,7,2.0609,0.0022,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
456,q23_2026_Lr2r9,brand_funnel,,11,2.0548,0.1099,"[[""8"", 37, 9, 0.24324324324324326, -0.10988574781678229], [""7"", 33, 9, 0.2727272727272727, -0.08040171833275284], [""__MISSING__"", 1376, 499, 0.3626453488372093, 0.009516357777183737], [""10"", 55, 17, 0.3090909090909091, -0.04403808196911646], [""6"", 16, 5, 0.3125, -0.04062899106002554]]"
457,qc1r1,other,,9,2.0384,0.0892,"[[""6"", 156, 69, 0.4423076923076923, 0.08917870124766675], [""4"", 181, 70, 0.3867403314917127, 0.033611340431687176], [""7"", 175, 56, 0.32, -0.03312899106002554], [""5"", 167, 54, 0.32335329341317365, -0.029775697646851895], [""1"", 183, 60, 0.32786885245901637, -0.025260138601009174]]"
458,q23_2026_Lr6r7,brand_funnel,,9,2.0231,0.1469,"[[""9"", 86, 35, 0.4069767441860465, 0.05384775312602097], [""7"", 40, 11, 0.275, -0.07812899106002552], [""5"", 10, 5, 0.5, 0.14687100893997446], [""8"", 76, 23, 0.3026315789473684, -0.050497412112657125], [""10"", 82, 25, 0.3048780487804878, -0.048250942279537745]]"
459,q23_2026_Lr3r6,brand_funnel,,10,2.018,0.1269,"[[""6"", 25, 12, 0.48, 0.12687100893997444], [""8"", 92, 37, 0.40217391304347827, 0.04904492198345273], [""7"", 52, 21, 0.40384615384615385, 0.05071716278612831], [""5"", 12, 3, 0.25, -0.10312899106002554], [""__MISSING__"", 1228, 423, 0.34446254071661236, -0.008666450343413179]]"
460,q24_2026_Lr10,brand_funnel,How likely are you to recommend Milwaukee to ?,8,2.0148,0.1206,"[[""7"", 43, 10, 0.23255813953488372, -0.12057085152514183], [""10"", 109, 33, 0.30275229357798167, -0.050376697482043875], [""8"", 84, 34, 0.40476190476190477, 0.051632913701879224], [""6"", 15, 6, 0.4, 0.04687100893997448], [""__MISSING__"", 1225, 436, 0.35591836734693877, 0.0027893762869132255]]"
461,q23_2026_Lr10r8,brand_funnel,,9,2.0095,0.1531,"[[""7"", 35, 7, 0.2, -0.15312899106002553], [""5"", 12, 6, 0.5, 0.14687100893997446], [""6"", 12, 6, 0.5, 0.14687100893997446], [""8"", 69, 22, 0.3188405797101449, -0.03428841134988064], [""9"", 89, 33, 0.3707865168539326, 0.01765752579390706]]"
462,q23_2026_Lr3r2,brand_funnel,,9,2.0091,0.0648,"[[""8"", 96, 40, 0.4166666666666667, 0.06353767560664114], [""10"", 67, 28, 0.417910447761194, 0.06478145670116847], [""6"", 24, 10, 0.4166666666666667, 0.06353767560664114], [""__MISSING__"", 1228, 423, 0.34446254071661236, -0.008666450343413179], [""7"", 56, 18, 0.32142857142857145, -0.03170041963145409]]"
463,q23_2026_Lr6r8,brand_funnel,,10,1.9844,0.2024,"[[""5"", 9, 5, 0.5555555555555556, 0.20242656449553004], [""7"", 35, 9, 0.2571428571428571, -0.09598613391716843], [""10"", 93, 30, 0.3225806451612903, -0.03054834589873523], [""8"", 75, 24, 0.32, -0.03312899106002554], [""__MISSING__"", 1254, 451, 0.35964912280701755, 0.006520131746992008]]"
464,q23_2026_Lr14r11,brand_funnel,,5,1.9776,0.0022,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
465,q23_2026_Lr14r12,brand_funnel,,6,1.9776,0.0022,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
466,q11br13c3,equipment_ownership_use,,2,1.9733,0.0713,"[[""1"", 311, 132, 0.42443729903536975, 0.07130830797534421], [""0"", 1255, 421, 0.3354581673306773, -0.01767082372934825]]"
467,q24_2026_Lr17,brand_funnel,How likely are you to recommend Ariens to ?,6,1.9721,0.1469,"[[""8"", 10, 5, 0.5, 0.14687100893997446], [""__MISSING__"", 1538, 539, 0.3504551365409623, -0.002673854519063268]]"
468,q23_2026_Lr2r10,brand_funnel,,9,1.968,0.1865,"[[""10"", 66, 17, 0.25757575757575757, -0.09555323348426797], [""6"", 12, 2, 0.16666666666666666, -0.18646232439335889], [""7"", 25, 6, 0.24, -0.11312899106002555], [""__MISSING__"", 1376, 499, 0.3626453488372093, 0.009516357777183737], [""8"", 39, 12, 0.3076923076923077, -0.045436683367717834]]"
469,q23_2026_Lr10r3,brand_funnel,,9,1.9639,0.2719,"[[""5"", 8, 5, 0.625, 0.27187100893997446], [""10"", 134, 39, 0.291044776119403, -0.06208421494062255], [""6"", 17, 8, 0.47058823529411764, 0.1174592442340921], [""9"", 78, 31, 0.3974358974358974, 0.04430690637587187], [""7"", 30, 9, 0.3, -0.053128991060025554]]"
470,q23_2026_Lr6r6,brand_funnel,,10,1.9527,0.1469,"[[""10"", 90, 24, 0.26666666666666666, -0.08646232439335888], [""8"", 78, 23, 0.2948717948717949, -0.058257196188230664], [""6"", 12, 6, 0.5, 0.14687100893997446], [""9"", 74, 30, 0.40540540540540543, 0.052276414345379885], [""__MISSING__"", 1254, 451, 0.35964912280701755, 0.006520131746992008]]"
471,q11br9c3,equipment_ownership_use,,2,1.9526,0.0897,"[[""1"", 210, 93, 0.44285714285714284, 0.0897281517971173], [""0"", 1356, 460, 0.3392330383480826, -0.013895952711942938]]"
472,q23_2026_Lr2r14,brand_funnel,,8,1.9461,0.1292,"[[""10"", 67, 15, 0.22388059701492538, -0.12924839404510016], [""8"", 46, 12, 0.2608695652173913, -0.09225942584263425], [""__MISSING__"", 1376, 499, 0.3626453488372093, 0.009516357777183737], [""9"", 36, 14, 0.3888888888888889, 0.03575989782886335], [""7"", 18, 6, 0.3333333333333333, -0.01979565772669223]]"
473,q23r3,other,,2,1.9218,0.0587,"[[""1"", 411, 121, 0.2944038929440389, -0.05872509811598664], [""0"", 1155, 432, 0.37402597402597404, 0.020896982965948496]]"
474,q16_2026r3,brand_funnel,,2,1.9204,0.0942,"[[""1"", 190, 85, 0.4473684210526316, 0.09423942999260604], [""0"", 1376, 468, 0.34011627906976744, -0.013012711990258108]]"
475,q23_2026_Lr17r2,brand_funnel,,7,1.915,0.3135,"[[""10"", 9, 6, 0.6666666666666666, 0.3135376756066411], [""8"", 8, 4, 0.5, 0.14687100893997446], [""__MISSING__"", 1538, 539, 0.3504551365409623, -0.002673854519063268]]"
476,q23_2026_Lr14r8,brand_funnel,,6,1.8943,0.0022,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
477,q21r2,channel_supplier,,4,1.8937,0.0763,"[[""2"", 224, 62, 0.2767857142857143, -0.07634327677431124], [""3"", 160, 63, 0.39375, 0.040621008939974446], [""__MISSING__"", 977, 360, 0.368474923234391, 0.015345932174365473], [""1"", 205, 68, 0.33170731707317075, -0.021421673986854795]]"
478,q23_2026_Lr6r9,brand_funnel,,9,1.8782,0.1388,"[[""7"", 61, 15, 0.2459016393442623, -0.10722735171576325], [""10"", 74, 20, 0.2702702702702703, -0.08285872078975526], [""5"", 14, 3, 0.21428571428571427, -0.13884327677431127], [""9"", 60, 24, 0.4, 0.04687100893997448], [""6"", 24, 10, 0.4166666666666667, 0.06353767560664114]]"
479,q23_2026_Lr3r8,brand_funnel,,9,1.8726,0.1112,"[[""9"", 84, 39, 0.4642857142857143, 0.11115672322568876], [""10"", 86, 35, 0.4069767441860465, 0.05384775312602097], [""7"", 50, 15, 0.3, -0.053128991060025554], [""__MISSING__"", 1228, 423, 0.34446254071661236, -0.008666450343413179], [""6"", 20, 8, 0.4, 0.04687100893997448]]"
480,q23_2026_Lr10r4,brand_funnel,,9,1.8476,0.1713,"[[""5"", 22, 4, 0.18181818181818182, -0.17131080924184372], [""8"", 76, 22, 0.2894736842105263, -0.06365530684949922], [""10"", 107, 42, 0.3925233644859813, 0.03939437342595575], [""__MISSING__"", 1225, 436, 0.35591836734693877, 0.0027893762869132255], [""7"", 38, 13, 0.34210526315789475, -0.011023727902130798]]"
481,q23_2026_Lr14r7,brand_funnel,,4,1.8443,0.0022,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
482,q21b_2026r9oe,channel_supplier,,14,1.8389,0.0019,"[[""__MISSING__"", 1552, 551, 0.3550257731958763, 0.0018967821358507608]]"
483,q14r9oe,channel_supplier,,10,1.836,0.001,"[[""__MISSING__"", 1556, 551, 0.35411311053984573, 0.000984119479820189]]"
484,q23_2026_Lr9r5,brand_funnel,,8,1.8307,0.1767,"[[""10"", 48, 11, 0.22916666666666666, -0.12396232439335889], [""7"", 17, 3, 0.17647058823529413, -0.17665840282473141], [""__MISSING__"", 1400, 505, 0.3607142857142857, 0.007585294654260166], [""9"", 47, 15, 0.3191489361702128, -0.03398005488981276], [""8"", 41, 15, 0.36585365853658536, 0.012724667476559814]]"
485,q11br3c1,equipment_ownership_use,,2,1.8117,0.0364,"[[""1"", 729, 284, 0.3895747599451303, 0.03644576888510476], [""0"", 837, 269, 0.3213859020310633, -0.031743089028962224]]"
486,q23_2026_Lr14r14,brand_funnel,,6,1.8109,0.0022,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
487,q23_2026_Lr14r3,brand_funnel,,5,1.8109,0.0022,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
488,q11ar13c3,equipment_ownership_use,,2,1.8091,0.0891,"[[""1"", 199, 88, 0.44221105527638194, 0.0890820642163564], [""0"", 1367, 465, 0.3401609363569861, -0.012968054703039467]]"
489,q23_2026_Lr5r10,brand_funnel,,7,1.8068,0.2531,"[[""8"", 19, 3, 0.15789473684210525, -0.1952342542179203], [""10"", 10, 1, 0.1, -0.2531289910600255], [""9"", 22, 5, 0.22727272727272727, -0.12585626378729828], [""__MISSING__"", 1499, 538, 0.3589059372915277, 0.005776946231502156]]"
490,q23_2026_Lr6r13,brand_funnel,,10,1.8039,0.1531,"[[""6"", 15, 3, 0.2, -0.15312899106002553], [""7"", 31, 13, 0.41935483870967744, 0.06622584764965189], [""8"", 80, 25, 0.3125, -0.04062899106002554], [""10"", 92, 30, 0.32608695652173914, -0.027042034538286408], [""9"", 80, 26, 0.325, -0.028128991060025532]]"
491,q14r1,channel_supplier,,2,1.793,0.0493,"[[""0"", 502, 202, 0.40239043824701193, 0.049261447186986385], [""1"", 1064, 351, 0.3298872180451128, -0.02324177301491276]]"
492,q23_2026_Lr6r5,brand_funnel,,9,1.7857,0.1656,"[[""6"", 16, 3, 0.1875, -0.16562899106002554], [""7"", 39, 10, 0.2564102564102564, -0.09671873464976916], [""10"", 96, 29, 0.3020833333333333, -0.05104565772669223], [""9"", 76, 30, 0.39473684210526316, 0.04160785104523762], [""__MISSING__"", 1254, 451, 0.35964912280701755, 0.006520131746992008]]"
493,q23_2026_Lr5r8,brand_funnel,,7,1.761,0.2198,"[[""10"", 15, 2, 0.13333333333333333, -0.2197956577266922], [""8"", 19, 4, 0.21052631578947367, -0.14260267527055187], [""9"", 17, 4, 0.23529411764705882, -0.11783487341296672], [""__MISSING__"", 1499, 538, 0.3589059372915277, 0.005776946231502156], [""7"", 10, 3, 0.3, -0.053128991060025554]]"
494,q23_2026_Lr3r14,brand_funnel,,10,1.7575,0.1178,"[[""5"", 17, 4, 0.23529411764705882, -0.11783487341296672], [""10"", 88, 35, 0.3977272727272727, 0.044598281667247164], [""8"", 102, 40, 0.39215686274509803, 0.03902787168507249], [""7"", 39, 16, 0.41025641025641024, 0.0571274191963847], [""__MISSING__"", 1228, 423, 0.34446254071661236, -0.008666450343413179]]"
495,q15_2026r14,other,,9,1.7464,0.0698,"[[""9"", 366, 142, 0.3879781420765027, 0.034849151016477176], [""5"", 60, 17, 0.2833333333333333, -0.06979565772669222], [""6"", 106, 32, 0.3018867924528302, -0.051242198607195366], [""7"", 207, 70, 0.33816425120772947, -0.014964739852296072], [""8"", 383, 139, 0.3629242819843342, 0.009795290924308642]]"
496,q21b_2026r6,channel_supplier,,2,1.7367,0.3005,"[[""1"", 19, 1, 0.05263157894736842, -0.3004974121126571], [""0"", 1547, 552, 0.356819650937298, 0.003690659877272462]]"
497,q23_2026_Lr9r2,brand_funnel,,8,1.7364,0.1531,"[[""8"", 49, 13, 0.2653061224489796, -0.08782286861104593], [""7"", 22, 5, 0.22727272727272727, -0.12585626378729828], [""5"", 10, 2, 0.2, -0.15312899106002553], [""__MISSING__"", 1400, 505, 0.3607142857142857, 0.007585294654260166], [""6"", 14, 4, 0.2857142857142857, -0.06741470534573984]]"
498,q20r7,brand_funnel,,3,1.7322,0.0572,"[[""0"", 321, 95, 0.29595015576323985, -0.05717883529678569], [""__MISSING__"", 1006, 379, 0.37673956262425445, 0.02361057156422891], [""1"", 239, 79, 0.3305439330543933, -0.022585058005632264]]"
499,q23_2026_Lr2r15,brand_funnel,,8,1.7309,0.1246,"[[""8"", 35, 8, 0.22857142857142856, -0.12455756248859698], [""10"", 76, 21, 0.27631578947368424, -0.0768132015863413], [""__MISSING__"", 1376, 499, 0.3626453488372093, 0.009516357777183737], [""7"", 15, 4, 0.26666666666666666, -0.08646232439335888], [""9"", 50, 16, 0.32, -0.03312899106002554]]"
500,q24_2026_Lr2,brand_funnel,How likely are you to recommend DeWalt to ?,9,1.7271,0.1259,"[[""10"", 73, 19, 0.2602739726027397, -0.09285501845728583], [""7"", 22, 5, 0.22727272727272727, -0.12585626378729828], [""__MISSING__"", 1376, 499, 0.3626453488372093, 0.009516357777183737], [""6"", 11, 3, 0.2727272727272727, -0.08040171833275284], [""9"", 35, 11, 0.3142857142857143, -0.038843276774311264]]"
